Operación;Total Nacional;Comunidades y Ciudades Autónomas;Periodo;Total
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2020M02;2,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2020M01;3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M12;3,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M11;3,13
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M10;3,44
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M09;3,81
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M08;4,16
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M07;4,24
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M06;3,96
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M05;3,74
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M04;3,68
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M03;3,19
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M02;2,72
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2019M01;2,76
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M12;2,57
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M11;2,69
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M10;3,52
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M09;3,76
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M08;4,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M07;3,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M06;3,68
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M05;3,48
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M04;3,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M03;3,45
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M02;3,24
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2018M01;2,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M12;2,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M11;3,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M10;3,75
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M09;3,95
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M08;4,56
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M07;4,17
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M06;3,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M05;3,72
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M04;3,62
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M03;3,53
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M02;3,49
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2017M01;3,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M12;3,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M11;3,61
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M10;3,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M09;4,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M08;4,66
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M07;4,33
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M06;4,17
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M05;4,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M04;3,78
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M03;3,71
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M02;3,5
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2016M01;2,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M12;2,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M11;3,59
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M10;3,89
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M09;4,3
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M08;4,72
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M07;4,41
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M06;4,1
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M05;4,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M04;3,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M03;3,71
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M02;4,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2015M01;3,54
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M12;3,13
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M11;3,58
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M10;4,52
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M09;4,64
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M08;4,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M07;4,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M06;4,52
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M05;4,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M04;4,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M03;4,21
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M02;3,73
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;04 Balears, Illes;2014M01;2,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2025M02;4,55
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2025M01;5,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M12;5,15
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M11;4,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M10;4,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M09;3,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M08;4,77
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M07;4,55
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M06;3,86
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M05;3,74
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M04;4,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M03;4,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M02;4,52
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2024M01;4,69
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M12;4,45
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M11;4,49
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M10;4,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M09;4,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M08;4,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M07;4,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M06;4,57
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M05;4,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M04;4,53
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M03;4,9
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M02;4,79
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2023M01;4,76
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M12;4,58
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M11;4,62
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M10;4,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M09;4,61
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M08;4,73
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M07;4,63
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M06;4,23
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M05;4,24
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M04;4,52
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M03;4,46
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M02;4,23
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2022M01;4,72
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M12;4,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M11;4,24
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M10;3,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M09;3,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M08;4,79
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M07;4,49
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M06;4,55
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M05;4,27
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M04;4,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M03;4,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M02;4,73
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2021M01;5,01
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M12;3,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M11;4,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M10;3,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M09;4,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M08;4,81
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M07;4,75
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M06;4,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M05;16,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M04;.
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M03;5,78
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M02;4,7
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2020M01;4,75
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M12;4,78
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M11;4,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M10;4,6
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M09;4,44
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M08;4,79
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M07;4,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M06;4,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M05;3,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M04;4,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M03;4,66
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M02;4,7
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2019M01;4,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M12;4,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M11;4,79
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M10;4,66
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M09;4,45
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M08;4,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M07;4,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M06;4,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M05;4,49
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M04;5
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M03;5,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M02;5,12
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2018M01;5,48
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M12;4,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M11;4,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M10;4,74
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M09;4,46
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M08;4,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M07;4,56
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M06;4,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M05;4,21
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M04;4,76
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M03;5,14
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M02;5,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2017M01;5,03
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M12;4,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M11;4,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M10;4,84
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M09;4,67
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M08;5,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M07;4,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M06;4,62
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M05;4,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M04;4,58
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M03;5,23
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M02;5,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2016M01;5,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M12;5,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M11;5,44
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M10;4,81
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M09;4,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M08;5,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M07;5,47
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M06;4,42
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M05;4,59
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M04;4,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M03;5,34
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M02;5,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2015M01;5,45
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M12;5,35
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M11;5,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M10;5,07
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M09;4,72
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M08;5,71
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M07;4,86
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M06;4,94
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M05;4,49
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M04;5,36
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M03;5,43
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M02;5,21
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;05 Canarias;2014M01;5,61
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2025M02;1,74
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2025M01;2,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M12;2,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M11;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M10;2,1
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M09;2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M08;3,54
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M07;3,17
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M06;2,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M05;1,93
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M04;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M03;2,37
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M02;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2024M01;2,11
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M12;2,48
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M11;2,09
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M10;2,23
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M09;2,28
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M08;3,45
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M07;2,97
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M06;2,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M05;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M04;2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M03;2,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M02;2,06
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2023M01;2,22
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M12;2,29
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M11;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M10;2,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M09;2,31
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M08;3,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M07;2,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M06;2,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M05;2,05
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M04;2,26
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M03;1,82
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M02;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2022M01;1,85
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M12;2,55
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M11;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M10;2,25
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M09;2,21
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M08;3,21
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M07;2,69
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M06;2,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M05;1,87
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M04;2,08
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M03;2,24
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M02;1,83
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2021M01;2,04
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M12;2,28
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M11;2,18
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M10;1,91
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M09;2,36
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M08;3,54
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M07;2,89
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M06;1,98
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M05;1,4
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M04;.
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M03;1,75
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M02;1,92
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2020M01;2,02
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M12;2,2
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M11;1,99
Encuesta de Ocupación en Alojamientos de Turismo Rural;Total Nacional;06 Cantabria;2019M10;1,89
